datetime,storage (acre-feet),release volume (acre-feet),pool elevation (feet),total release (cfs),Powell total release (cfs),Powell release volume (acre-feet),T_max (degrees f),T_min(degrees f),precipitation (inches),snow (inches),snow depth (inches)
2016-07-16,9366287.8,21864.9587,1072.09,11023.5833,14895.33,29544.4562,107,87,0,0,0
2016-07-17,9375112,20361.9008,1072.2,10265.7917,13571.5433,26918.7636,108,86,0,0,0
2016-07-18,9376716.4,27626.9422,1072.22,13928.5833,16271.0254,32273.1083,107,84,0,0,0
2016-07-19,9378320.8,24200.9917,1072.24,12201.3333,16008.3929,31752.1843,108,85,0,0,0
2016-07-20,9378320.8,32547.0248,1072.24,16409.125,16145.2792,32023.6942,108,86,0,0,0
2016-07-21,9367090,39650.9091,1072.1,19990.6667,16049.8421,31834.3975,110,84,0,0,0
2016-07-22,9366287.8,30993.8017,1072.09,15626.0417,16051.7058,31838.0942,112,87,0,0,0
2016-07-23,9367090,31140.8265,1072.1,15700.1667,15208.3829,30165.3876,113,84,0,0,0
2016-07-24,9375112,24218.1818,1072.2,12210,13799.3496,27370.6107,112,88,0,0,0
2016-07-25,9372705.4,32280.1653,1072.17,16274.5833,16372.8429,32475.0603,110,89,0,0,0
2016-07-26,9370298.8,30358.0165,1072.14,15305.5,15978.2046,31692.3066,112,87,0,0,0
2016-07-27,9370298.8,28907.1074,1072.14,14574,16100.3008,31934.481,115,90,0,0,0
2016-07-28,9372705.4,29816.8595,1072.17,15032.6667,16089.9279,31913.9066,115,91,0,0,0
2016-07-29,9381529.6,23067.9339,1072.28,11630.0833,16146.9508,32027.0099,113,94,0,0,0
2016-07-30,9400785.6,13225.2066,1072.52,6667.70833,14699.0275,29155.0959,109,85,0,0,0
2016-07-31,9419273,11107.9339,1072.75,5600.25,13493.2838,26763.538,106,86,0.03,0,0
2016-08-01,9421684.4,24523.0579,1072.78,12363.7083,14898.7625,29551.2645,103,83,0,0,0
2016-08-02,9425703.4,21709.9174,1072.83,10945.4167,14915.9129,29585.2818,103,86,0,0,0
2016-08-03,9430526.2,22945.0413,1072.89,11568.125,14933.8225,29620.805,106,78,0.01,0,0
2016-08-04,9441784.8,23203.0579,1073.03,11698.2083,14987.3017,29726.8793,85,73,0.04,0,0
2016-08-05,9456285.6,19326.1984,1073.21,9743.625,14894.0758,29541.9686,101,79,0,0,0
2016-08-06,9462730.4,23045.9504,1073.29,11619,14369.7933,28502.0694,104,84,0,0,0
2016-08-07,9469980.8,22648.0165,1073.38,11418.375,13365.38,26509.8446,106,84,0,0,0
2016-08-08,9482876.8,18912.1488,1073.54,9534.875,14929.4875,29612.2066,106,84,0,0,0
2016-08-09,9487720,19132.9752,1073.6,9646.20833,14961.6292,29675.9587,103,82,0,0,0
2016-08-10,9490141.6,24019.8347,1073.63,12110,14910.3058,29574.1603,103,82,0,0,0
2016-08-11,9498213.6,24777.1074,1073.73,12491.7917,14820.3096,29395.6554,102,80,0,0,0
2016-08-12,9503056.8,26284.9587,1073.79,13252,14899.0475,29551.8298,105,79,0,0,0
2016-08-13,9513550.4,21784.1322,1073.92,10982.8333,14326.0158,28415.238,108,81,0,0,0
2016-08-14,9516779.2,25628.843,1073.96,12921.2083,13407.565,26593.5174,111,82,0,0,0
2016-08-15,9516779.2,25754.9587,1073.96,12984.7917,14934.8375,29622.8182,108,86,0,0,0
2016-08-16,9528096,17743.8843,1074.1,8945.875,14991.1058,29734.4248,108,84,0,0,0
2016-08-17,9526478.4,25946.7769,1074.08,13081.5,14444.5333,28650.3141,107,82,0,0,0
2016-08-18,9527287.2,29307.1901,1074.09,14775.7083,14524.375,28808.6777,102,83,0.08,0,0
2016-08-19,9532140,21574.7934,1074.15,10877.2917,14415.8721,28593.4653,100,81,0,0,0
2016-08-20,9540228,18156.8595,1074.25,9154.08333,14386.4008,28535.0099,106,85,0,0,0
2016-08-21,9555595.2,16724.1322,1074.44,8431.75,13456.1917,26689.9669,101,81,0,0,0
2016-08-22,9570177.6,20501.2397,1074.62,10336.0417,14927.1338,29607.538,99,72,0,0,0
2016-08-23,9569366.8,23424.1322,1074.61,11809.6667,15028.8983,29809.3851,93,71,0.03,0,0
2016-08-24,9566934.4,28604.9587,1074.58,14421.6667,15162.5329,30074.4455,102,76,0,0,0
2016-08-25,9566123.6,30538.0165,1074.57,15396.25,14894.6433,29543.0942,101,82,0,0,0
2016-08-26,9575042.4,21379.1736,1074.68,10778.6667,14950.1871,29653.2636,98,78,0,0,0
2016-08-27,9586393.6,17608.0992,1074.82,8877.41667,14213.0617,28191.1967,90,71,0.01,0,0
2016-08-28,9600988,16564.0496,1075,8351.04167,13302.7692,26385.6579,96,75,0,0,0
2016-08-29,9607485.6,22022.1488,1075.08,11102.8333,15183.8479,30116.7231,104,77,0,0,0
2016-08-30,9605861.2,28457.8512,1075.06,14347.5,15394.3533,30534.2546,106,80,0,0,0
2016-08-31,9614795.4,18535.8678,1075.17,9345.16667,14703.8363,29164.6339,104,82,0,0,0
2016-09-01,9616419.8,29990.9091,1075.19,15120.4167,12045.7921,23892.4802,104,84,0,0,0
2016-09-02,9617232,25380.9917,1075.2,12796.25,12208.6029,24215.4107,102,83,0,0,0
2016-09-03,9622105.2,20846.8595,1075.26,10510.2917,11176.9354,22169.1281,99,79,0,0,0
2016-09-04,9623729.6,18780.0826,1075.28,9468.29167,10512.3029,20850.8488,93,75,0,0,0
2016-09-05,9625354,21359.0909,1075.3,10768.5417,10622.9454,21070.305,94,69,0,0,0
2016-09-06,9615607.6,32990.9917,1075.18,16632.9583,12125.7808,24051.1355,96,69,0,0,0
2016-09-07,9609922.2,27106.0331,1075.11,13665.9583,12138.0721,24075.5149,98,70,0,0,0
2016-09-08,9604236.8,26578.9256,1075.04,13400.2083,12091.9488,23984.0306,100,75,0,0,0
2016-09-09,9592880,34708.9256,1074.9,17499.0833,12170.2213,24139.2818,100,76,0,0,0
2016-09-10,9589636.8,26035.0413,1074.86,13126,11223.2558,22261.0033,102,77,0,0,0
2016-09-11,9594501.6,15999.1736,1074.92,8066.25,10796.4267,21414.4,101,80,0,0,0
2016-09-12,9594501.6,24642.9752,1074.92,12424.1667,12158.0283,24115.0975,96,77,0,0,0
2016-09-13,9595312.4,20277.9339,1074.93,10223.4583,11963.7888,23729.8289,89,68,0,0,0
2016-09-14,9590447.6,23442.0661,1074.87,11818.7083,11978.6488,23759.3033,86,63,0,0,0
2016-09-15,9586393.6,27170.0826,1074.82,13698.25,12222.5996,24243.1727,90,66,0,0,0
2016-09-16,9580718,29600.9917,1074.75,14923.8333,12280.2004,24357.4223,92,67,0,0,0
2016-09-17,9584772,19927.8512,1074.8,10046.9583,11326.7021,22466.186,95,68,0,0,0
2016-09-18,9587204.4,20962.0661,1074.83,10568.375,10704.6063,21232.2769,99,69,0,0,0
2016-09-19,9583150.4,27388.0992,1074.78,13808.1667,12111.8129,24023.4306,100,72,0,0,0
2016-09-20,9577474.8,30788.9256,1074.71,15522.75,12115.1179,24029.986,86,72,0,0,0
2016-09-21,9561258.8,37032.2314,1074.51,18670.4167,12050.3204,23901.462,84,70,0,0,0
2016-09-22,9564502,21244.7934,1074.55,10710.9167,12214.3125,24226.7355,85,68,0,0,0
2016-09-23,9572610,16470,1074.65,8303.625,12230.0688,24257.9876,81,63,0,0,0
2016-09-24,9577474.8,21990.9917,1074.71,11087.125,11328.9258,22470.5967,87,62,0,0,0
2016-09-25,9583961.2,17316.1984,1074.79,8730.25,10404.3467,20636.7207,89,67,0,0,0
2016-09-26,9592069.2,17215.7851,1074.89,8679.625,12050.1713,23901.1661,91,67,0,0,0
2016-09-27,9598555.6,14756.7769,1074.97,7439.875,12270.9713,24339.1165,90,69,0,0,0
2016-09-28,9604236.8,17354.1322,1075.04,8749.375,12139.4388,24078.2256,89,72,0,0,0
2016-09-29,9613983.2,17605.124,1075.16,8875.91667,12033.1938,23867.4917,90,71,0,0,0
2016-09-30,9619668.6,17503.8843,1075.23,8824.875,11662.3283,23131.8909,92,72,0,0,0
2016-10-01,9622105.2,19960.9091,1075.26,10063.625,9335.28083,18516.2595,91,74,0,0,0
2016-10-02,9630227.2,13915.124,1075.36,7015.54167,8737.6575,17330.8909,89,68,0,0,0
2016-10-03,9639161.4,13734.0496,1075.47,6924.25,10032.9467,19900.0595,76,60,0,0,0
2016-10-04,9645668,12545.9504,1075.55,6325.25,10061.7638,19957.2174,82,58,0,0,0
2016-10-05,9648110,15371.8182,1075.58,7749.95833,10220.2063,20271.4835,83,59,0,0,0
2016-10-06,9645668,21952.9752,1075.55,11067.9583,10231.0992,20293.0893,79,62,0,0,0
2016-10-07,9647296,19182.0661,1075.57,9670.95833,10054.4471,19942.705,83,57,0,0,0
2016-10-08,9647296,19212.9752,1075.57,9686.54167,9489.48333,18822.1157,87,61,0,0,0
2016-10-09,9648924,17594.7934,1075.59,8870.70833,8836.17417,17526.2959,90,65,0,0,0
2016-10-10,9645668,20619.9174,1075.55,10395.875,10005.6838,19845.9843,92,68,0,0,0
2016-10-11,9648924,16135.0413,1075.59,8134.75,10054.0221,19941.862,91,72,0,0,0
2016-10-12,9652994,13854.1322,1075.64,6984.79167,10190.8025,20213.162,88,64,0,0,0
2016-10-13,9656250,15880.9917,1075.68,8006.66667,10157.4854,20147.0785,89,64,0,0,0
2016-10-14,9657064,17507.1074,1075.69,8826.5,10031.4108,19897.0132,93,74,0,0,0
2016-10-15,9660320,13058.2645,1075.73,6583.54167,9318.77417,18483.519,88,74,0,0,0
2016-10-16,9668460,8675.20661,1075.83,4373.75,8933.58,17719.4975,83,70,0,0,0
2016-10-17,9674158,14719.0083,1075.9,7420.83333,9961.28042,19757.9116,81,67,0,0,0
2016-10-18,9677414,15818.9256,1075.94,7975.375,9963.4375,19762.1901,82,61,0,0,0
2016-10-19,9672530,24112.0661,1075.88,12156.5,10052.4663,19938.776,78,63,0,0,0
2016-10-20,9666018,21208.843,1075.8,10692.7917,10354.6471,20538.143,81,57,0,0,0
2016-10-21,9664390,21403.9669,1075.78,10791.1667,10085.1358,20003.5752,85,57,0,0,0
2016-10-22,9671716,13769.6694,1075.87,6942.20833,9420.55,18685.3884,90,60,0,0,0
2016-10-23,9679042,12283.1405,1075.96,6192.75,8812.19,17478.724,85,67,0.01,0,0
2016-10-24,9683929.6,18060.0826,1076.02,9105.29167,10086.385,20006.0529,71,62,0.22,0,0
2016-10-25,9683929.6,21804.2149,1076.02,10992.9583,10031.3275,19896.8479,75,60,0,0,0
2016-10-26,9683113.8,19779.9174,1076.01,9972.375,9923.91958,19683.8074,81,60,0,0,0
2016-10-27,9683113.8,20926.8595,1076.01,10550.625,9798.32375,19434.6917,79,63,0,0,0
2016-10-28,9687192.8,15108.0165,1076.06,7616.95833,10043.1879,19920.3727,84,65,0,0,0
2016-10-29,9694535,14021.157,1076.15,7069,9487.59583,18818.3719,85,63,0,0,0
2016-10-30,9701061.4,11691.2397,1076.23,5894.33333,8937.2425,17726.762,84,67,0,0,0
2016-10-31,9710035.2,13664.2149,1076.34,6889.04167,10116.5979,20065.9793,74,60,0,0,0
2016-11-01,9709219.4,18703.2231,1076.33,9429.54167,8430.06875,16720.7975,72,58,0,0,0
2016-11-02,9707587.8,19571.9008,1076.31,9867.5,8590.03625,17038.0884,75,59,0,0,0
2016-11-03,9705956.2,19497.9339,1076.29,9830.20833,8494.54208,16848.6785,81,56,0,0,0
2016-11-04,9705140.4,19411.0744,1076.28,9786.41667,8264.21667,16391.8347,82,59,0,0,0
2016-11-05,9700245.6,23060.9917,1076.22,11626.5833,8484.03625,16827.8405,79,59,0,0,0
2016-11-06,9699429.8,20401.9835,1076.21,10286,8517.32417,16893.8661,81,57,0,0,0
2016-11-07,9696166.6,18694.9587,1076.17,9425.375,25630.2567,50836.8727,80,57,0,0,0
2016-11-08,9686377,25867.0248,1076.05,13041.2917,36336.9329,72073.2554,83,59,0,0,0
2016-11-09,9706772,25309.0083,1076.3,12759.9583,35863.9954,71135.1975,82,59,0,0,0
2016-11-10,9751697,28075.0413,1076.85,14154.5,35969.9863,71345.4273,80,57,0,0,0
2016-11-11,9795087.6,28363.0579,1077.38,14299.7083,30993.4079,61474.5281,77,55,0,0,0
2016-11-12,9845958,23239.0083,1078,11716.3333,9662.54,19165.3686,76,54,0,0,0
2016-11-13,9887088,18246.1157,1078.5,9199.08333,8316.5975,16495.7306,78,54,0,0,0
2016-11-14,9896978.4,17615.9504,1078.62,8881.375,8393.28542,16647.8388,78,53,0,0,0
2016-11-15,9896978.4,19218.0165,1078.62,9689.08333,8464.85333,16789.7917,76,53,0,0,0
2016-11-16,9888736.4,27190.0826,1078.52,13708.3333,8495.44167,16850.4628,78,56,0,0,0
2016-11-17,9875571.6,23960,1078.36,12079.8333,8546.65,16952.0331,60,48,0,0,0
2016-11-18,9864877.8,28851.9835,1078.23,14546.2083,8503.41958,16866.2868,61,41,0,0,0
2016-11-19,9853361.4,29979.0909,1078.09,15114.4583,8425.26083,16711.2612,66,44,0,0,0
2016-11-20,9839391.6,29601.9008,1077.92,14924.2917,8386.775,16634.9256,69,51,0,0,0
2016-11-21,9832004.4,25803.0579,1077.83,13009.0417,8521.38958,16901.9298,64,52,0,0,0
2016-11-22,9823796.4,27411.157,1077.73,13819.7917,8543.24,16945.2694,66,46,0,0,0
2016-11-23,9818871.6,23740,1077.67,11968.9167,8609.78417,17077.2579,66,45,0,0,0
2016-11-24,9807380.4,25795.8678,1077.53,13005.4167,8599.05,17055.9669,62,42,0,0,0
2016-11-25,9800002.8,27296.1157,1077.44,13761.7917,8534.96542,16928.857,64,41,0,0,0
2016-11-26,9782799.6,28454.0496,1077.23,14345.5833,8541.995,16942.8,66,42,0,0,0
2016-11-27,9776246,24848.0165,1077.15,12527.5417,8330.55708,16523.419,55,42,0,0,0
2016-11-28,9766415.6,28372.8926,1077.03,14304.6667,8752.18,17359.6959,57,42,0,0,0
2016-11-29,9745157.8,38698.9256,1076.77,19510.7083,8533.49292,16925.9364,57,41,0,0,0
2016-11-30,9727175,36188.9256,1076.55,18245.25,8597.78875,17053.4653,55,37,0,0,0
2016-12-01,9723905.4,20175.9504,1076.51,10172.0417,13468.9242,26715.2215,57,38,0,0,0
2016-12-02,9720640.6,16344.9587,1076.47,8240.58333,12897.7725,25582.3587,55,45,0,0,0
2016-12-03,9719009,21163.9669,1076.45,10670.1667,12199.0904,24196.543,58,42,0,0,0
2016-12-04,9723905.4,22791.9008,1076.51,11490.9167,13267.9583,26316.6116,60,37,0,0,0
2016-12-05,9729627.2,19832.1488,1076.58,9998.70833,14172.525,28110.7934,60,40,0,0,0
2016-12-06,9736166.4,16605.8678,1076.66,8372.125,14798.3333,29352.0661,62,44,0,0,0
2016-12-07,9744340.4,20190.8265,1076.76,10179.5417,16880.2854,33481.5579,54,38,0,0,0
2016-12-08,9750879.6,20975.124,1076.84,10574.9583,15918.455,31573.795,54,36,0,0,0
2016-12-09,9763958,16687.8512,1077,8413.45833,15532.07,30807.4116,56,44,0,0,0
2016-12-10,9780342,15581.9835,1077.2,7855.91667,14456.0533,28673.1636,58,40,0,0,0
2016-12-11,9797545.2,11724.0496,1077.41,5910.875,12170.3008,24139.4397,64,44,0,0,0
2016-12-12,9813126,15030.9091,1077.6,7578.08333,14130.4738,28027.386,62,46,0,0,0
2016-12-13,9827900.4,13230.9917,1077.78,6670.625,13981.2671,27731.4388,62,46,0,0,0
2016-12-14,9840212.4,16519.0083,1077.93,8328.33333,14144.5838,28055.3727,60,46,0,0,0
2016-12-15,9847603.2,17910,1078.02,9029.625,14272.4546,28309.0008,70,48,0,0,0
2016-12-16,9863232.6,14077.1074,1078.21,7097.20833,14511.5217,28783.1835,68,48,0,0,0
2016-12-17,9873103.8,19909.3388,1078.33,10037.625,13771.9929,27316.3496,50,37,0,0,0
2016-12-18,9882152.4,18400.9917,1078.44,9277.16667,13390.0333,26558.7438,50,30,0,0,0
2016-12-19,9896978.4,14345.9504,1078.62,7232.75,14804.1038,29363.5116,53,30,0,0,0
2016-12-20,9908517.2,15925.9504,1078.76,8029.33333,15064.5154,29880.0306,57,31,0,0,0
2016-12-21,9912638.2,22094.9587,1078.81,11139.5417,15744.7458,31229.2479,57,44,0.01,0,0
2016-12-22,9929950,19970.9091,1079.02,10068.6667,15686.4483,31113.6165,51,45,0.58,0,0
2016-12-23,9940688,22029.0909,1079.15,11106.3333,16077.4908,31889.238,56,45,0.04,0,0
2016-12-24,9955556,21681.0744,1079.33,10930.875,14706.9083,29170.7273,54,42,0.19,0,0
2016-12-25,9965468,22770.9091,1079.45,11480.3333,14211.6671,28188.4306,49,36,0,0,0
2016-12-26,9982839.6,16292.8926,1079.66,8214.33333,14015.4579,27799.2554,47,32,0,0,0
2016-12-27,9997736.4,14626.9422,1079.84,7374.41667,16087.4804,31909.0521,52,32,0,0,0
2016-12-28,10015954.4,13002.2314,1080.06,6555.29167,16098.3546,31930.6207,56,34,0,0,0
2016-12-29,10036689.4,13101.9008,1080.31,6605.54167,15991.5821,31718.8405,61,38,0,0,0
2016-12-30,10056603,17230.2479,1080.55,8686.91667,15773.4254,31286.1331,52,40,0.01,0,0
2016-12-31,10079040,12023.9669,1080.82,6062.08333,14684.9567,29127.1868,51,43,0,0,0
2017-01-01,10093167,17937.1074,1080.99,9043.29167,12655.0038,25100.8339,60,41,0,0,0
2017-01-02,10100662,21387.1901,1081.08,10782.7083,12734.6158,25258.7422,57,48,0,0,0
2017-01-03,10098163,32668.0165,1081.05,16470.125,15289.4733,30326.2281,57,44,0,0,0
2017-01-04,10100662,21055.124,1081.08,10615.2917,15336.1696,30418.8488,58,42,0,0,0
2017-01-05,10112324,19665.9504,1081.22,9914.91667,15134.9608,30019.757,66,46,0,0,0
2017-01-06,10123986,19981.9835,1081.36,10074.25,15163.9317,30077.2198,46,34,0,0,0
2017-01-07,10140655.6,18444.9587,1081.56,9299.33333,13265.8017,26312.3339,46,35,0,0,0
2017-01-08,10157347.6,14162.9752,1081.76,7140.5,12585.1108,24962.2033,56,43,0,0,0
2017-01-09,10165693.6,18990.7438,1081.86,9574.5,14856.0346,29466.5149,67,46,0,0,0
2017-01-10,10174039.6,19263.0579,1081.96,9711.79167,14764.2163,29284.3959,63,47,0,0,0
2017-01-11,10179050.8,23773.2231,1082.02,11985.6667,15135.0254,30019.8851,65,54,0,0,0
2017-01-12,10187414.8,23184.876,1082.12,11689.0417,15090.6571,29931.8818,58,50,0.03,0,0
2017-01-13,10205815.6,14799.7521,1082.34,7461.54167,15219.5263,30187.4901,57,48,0.07,0,0
2017-01-14,10222550,15973.0579,1082.54,8053.08333,13250.7858,26282.5504,58,48,0,0,0
2017-01-15,10240986,15192.0661,1082.76,7659.33333,12497.7883,24789.0017,58,44,0,0,0
2017-01-16,10256070,13537.1074,1082.94,6824.95833,14240.1858,28244.9967,56,42,0,0,0
2017-01-17,10268658,15058.9256,1083.09,7592.20833,14803.3458,29362.0083,56,37,0,0,0
2017-01-18,10282098,13606.281,1083.25,6859.83333,14953.5083,29659.8512,56,37,0,0,0
2017-01-19,10298898,15432.7273,1083.45,7780.66667,14458.4475,28677.9124,56,47,0.01,0,0
2017-01-20,10311514,18166.9422,1083.6,9159.16667,15442.35,30629.4546,50,45,0.27,0,0
2017-01-21,10333395.6,13218.7603,1083.86,6664.45833,13486.6571,26750.3942,57,43,0,0,0
2017-01-22,10349395,13647.0248,1084.05,6880.375,12482.2408,24758.1636,50,45,0.48,0,0
2017-01-23,10370480,11497.9339,1084.3,5796.875,15415.595,30576.3868,54,42,0.04,0,0
2017-01-24,10389883.6,12179.9174,1084.53,6140.70833,15312.0233,30370.9554,51,37,0,0,0
2017-01-25,10406787.6,12497.1074,1084.73,6300.625,15493.1358,30730.1868,50,34,0,0,0
2017-01-26,10422001.2,16587.8512,1084.91,8363.04167,15019.6892,29791.119,50,34,0,0,0
2017-01-27,10440616.4,11889.1736,1085.13,5994.125,14944.2667,29641.5207,51,35,0,0,0
2017-01-28,10463480,8284.87603,1085.4,4176.95833,12861.2833,25509.9835,56,33,0,0,0
2017-01-29,10485528.8,7966.03306,1085.66,4016.20833,12630.585,25052.4,62,38,0,0,0
2017-01-30,10503353.6,10087.8512,1085.87,5085.95833,14578.3863,28915.8074,65,41,0,0,0
2017-01-31,10521191.2,9617.02479,1086.08,4848.58333,14715.0917,29186.9587,64,40,0,0,0
2017-02-01,10531396,18920.9917,1086.2,9539.33333,13272.5846,26325.7876,63,42,0,0,0
2017-02-02,10538199.2,21870.8265,1086.28,11026.5417,13170.8992,26124.0975,69,47,0,0,0
2017-02-03,10546703.2,18338.0165,1086.38,9245.41667,13029.665,25843.9636,70,49,0,0,0
2017-02-04,10562021.2,13302.9752,1086.56,6706.91667,12358.0329,24511.8008,68,50,0,0,0
2017-02-05,10573952,16051.9008,1086.7,8092.83333,11344.7304,22501.9446,63,46,0,0,0
2017-02-06,10579065.2,20052.9752,1086.76,10110.0417,13162.9071,26108.2455,65,55,0,0,0
2017-02-07,10584178.4,20085.0413,1086.82,10126.2083,13319.1988,26418.2455,72,56,0,0,0
2017-02-08,10590996,19970.8265,1086.9,10068.625,13233.5583,26248.3802,70,53,0,0,0
2017-02-09,10599518,18939.9174,1087,9548.875,13351.5329,26482.3793,74,52,0,0,0
2017-02-10,10603788,21582.8926,1087.05,10881.375,13070.8804,25925.7132,76,59,0,0,0
2017-02-11,10620014,14760.2479,1087.24,7441.625,12927.2229,25640.7727,66,54,0.06,0,0
2017-02-12,10638802,13375.2066,1087.46,6743.33333,11526.3104,22862.1033,64,51,0.04,0,0
2017-02-13,10651629.6,14652.9752,1087.61,7387.54167,13325.7475,26431.2347,70,53,0,0,0
2017-02-14,10667030.4,13573.1405,1087.79,6843.125,13495.1146,26767.1694,69,50,0,0,0
2017-02-15,10680720,14745.0413,1087.95,7433.95833,13476.6954,26730.6355,71,46,0,0,0
2017-02-16,10695286.8,15309.7521,1088.12,7718.66667,13334.6133,26448.8198,74,47,0,0,0
2017-02-17,10713292.2,16897.1074,1088.33,8518.95833,13363.6938,26506.5,64,53,0.02,0,0
2017-02-18,10725295.8,20010.9917,1088.47,10088.875,12730.1346,25249.8537,59,51,0.43,0,0
2017-02-19,10738178.4,17645.2066,1088.62,8896.125,11615.6792,23039.3636,63,49,0.01,0,0
2017-02-20,10747629.6,20492.1488,1088.73,10331.4583,13418.1846,26614.581,66,53,0,0,0
2017-02-21,10763954.4,13589.9174,1088.92,6851.58333,13046.8704,25878.0901,70,58,0,0,0
2017-02-22,10780299,13908.0165,1089.11,7011.95833,13486.3779,26749.8405,65,48,0,0,0
2017-02-23,10785465,16780.9917,1089.17,8460.41667,13774.3154,27320.9562,56,44,0,0,0
2017-02-24,10795797,21174.0496,1089.29,10675.25,14076.8983,27921.1207,54,38,0,0,0
2017-02-25,10801824,22520.0826,1089.36,11353.875,13221.0421,26223.5546,53,37,0,0,0
2017-02-26,10810434,19391.9008,1089.46,9776.75,10058.7454,19951.2306,60,39,0,0,0
2017-02-27,10825091.8,15027.7686,1089.63,7576.5,10734.0542,21290.686,57,47,0,0,0
2017-02-28,10838030.8,14764.876,1089.78,7443.95833,11379.43,22570.7703,61,46,0,0,0
2017-03-01,10825954.4,33316.1157,1089.64,16796.875,11851.7463,23507.5959,62,40,0,0,0
2017-03-02,10819053.6,30264.9587,1089.56,15258.5833,12023.7246,23848.7099,69,42,0,0,0
2017-03-03,10811295,32672.8926,1089.47,16472.5833,11966.4488,23735.105,71,45,0,0,0
2017-03-04,10810434,23214.1322,1089.46,11703.7917,11498.3192,22806.5835,77,53,0,0,0
2017-03-05,10810434,23439.0083,1089.46,11817.1667,11857.61,23519.2265,68,47,0,0,0
2017-03-06,10807851,29323.0579,1089.43,14783.7083,12037.6417,23876.3141,57,43,0,0,0
2017-03-07,10794936,36119.0083,1089.28,18210,12077.5192,23955.4099,66,41,0,0,0
2017-03-08,10788909,30823.9669,1089.21,15540.4167,11994.1471,23790.0438,76,48,0,0,0
2017-03-09,10784604,31600.9091,1089.16,15932.125,11968.915,23739.9967,81,53,0,0,0
2017-03-10,10779438,27151.9008,1089.1,13689.0833,12038.9771,23878.9628,79,54,0,0,0
2017-03-11,10783743,21705.124,1089.15,10943,10980.7592,21780.0182,83,56,0,0,0
2017-03-12,10791492,18109.9174,1089.24,9130.41667,9692.24667,19224.2909,86,57,0,0,0
2017-03-13,10784604,33073.0579,1089.16,16674.3333,11853.4325,23510.9405,85,57,0,0,0
2017-03-14,10769968.8,37743.0579,1088.99,19028.7917,12017.6758,23836.7124,88,59,0,0,0
2017-03-15,10756221.6,33726.1157,1088.83,17003.5833,12207.4521,24213.1281,88,61,0,0,0
2017-03-16,10752784.8,33058.0165,1088.79,16666.75,11796.6092,23398.2331,87,63,0,0,0
2017-03-17,10749348,30332.9752,1088.75,15292.875,11398.825,22609.2397,87,61,0,0,0
2017-03-18,10746770.4,29279.6694,1088.72,14761.8333,11633.6492,23075.0066,90,63,0,0,0
2017-03-19,10745052,29131.0744,1088.7,14686.9167,10156.2546,20144.6372,90,63,0,0,0
2017-03-20,10738178.4,33623.0579,1088.62,16951.625,12315.1196,24426.6835,88,68,0,0,0
2017-03-21,10733023.2,28728.9256,1088.56,14484.1667,11578.6013,22965.8207,82,69,0,0,0
2017-03-22,10726153.2,29844.876,1088.48,15046.7917,11789.0146,23383.1694,72,55,0,0,0
2017-03-23,10732164,27558.0992,1088.55,13893.875,11867.2442,23538.3355,72,52,0,0,0
2017-03-24,10727010.6,27251.0744,1088.49,13739.0833,12154.9413,24108.9744,79,51,0,0,0
2017-03-25,10733882.4,22979.9174,1088.57,11585.7083,11788.3067,23381.7653,71,59,0,0,0
2017-03-26,10739037.6,20481.9008,1088.63,10326.2917,10145.315,20122.9388,75,53,0,0,0
2017-03-27,10733882.4,31005.0413,1088.57,15631.7083,12413.8217,24622.4562,71,58,0.01,0,0
2017-03-28,10728727.2,28285.124,1088.51,14260.4167,12630.0633,25051.3653,73,55,0,0,0
2017-03-29,10722723.6,30569.9174,1088.44,15412.3333,12082.3896,23965.0703,77,52,0,0,0
2017-03-30,10709005.2,32562.9752,1088.28,16417.1667,12096.9713,23993.9926,79,47,0,0,0
2017-03-31,10707290.4,34247.0248,1088.26,17266.2083,12304.1988,24405.0223,67,46,0,0,0
2017-04-01,10707290.4,25541.9008,1088.26,12877.375,9885.63583,19607.8727,77,59,0,0,0
2017-04-02,10710720,23733.1405,1088.3,11965.4583,9532.525,18907.4876,83,55,0,0,0
2017-04-03,10700431.2,34195.9504,1088.18,17240.4583,10906.1225,21631.9785,75,55,0.04,0,0
2017-04-04,10686712.8,35397.0248,1088.02,17846,10966.2279,21751.1959,71,50,0,0,0
2017-04-05,10667030.4,42893.1405,1087.79,21625.2917,10301.8417,20433.405,76,54,0,0,0
2017-04-06,10649918.4,40329.0909,1087.59,20332.5833,10350.0004,20528.9265,86,55,0,0,0
2017-04-07,10629408,41372.0661,1087.35,20858.4167,11243.1146,22300.3926,82,67,0,0,0
2017-04-08,10619160,32500.0826,1087.23,16385.4583,10014.0308,19862.5405,74,57,0,0,0
2017-04-09,10615744,24624.9587,1087.19,12415.0833,9645.24375,19131.062,69,53,0,0,0
2017-04-10,10606350,32711.0744,1087.08,16491.8333,10814.5321,21450.3116,77,51,0,0,0
2017-04-11,10590143.8,36034.2149,1086.89,18167.25,10886.6463,21593.3479,82,55,0,0,0
2017-04-12,10579065.2,29375.124,1086.76,14809.9583,10751.2517,21324.7967,87,59,0,0,0
2017-04-13,10568838.8,29851.0744,1086.64,15049.9167,11156.59,22128.7736,80,60,0,0,0
2017-04-14,10562873.4,32587.0248,1086.57,16429.2917,11338.375,22489.3388,77,54,0,0,0
2017-04-15,10556908,31103.9669,1086.5,15681.5833,9627.77167,19096.4066,81,59,0,0,0
